         1274180 function calls (1173500 primitive calls) in 264.162 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpcore\_ssl.py:1(<module>)
       45    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:566(module_from_spec)
      443    0.001    0.000    0.001    0.000 {method 'copy' of 'multidict._multidict.CIMultiDict' objects}
     5857    0.001    0.000    0.001    0.000 {built-in method time.time}
        2    0.000    0.000    0.001    0.001 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\tqdm\std.py:1160(__iter__)
      161    0.000    0.000    0.001    0.000 f:\UPC\暑期实践\2025\graph-of-thoughts\examples\keyword_counting\keyword_counting.py:52(list_to_freq_dict)
     1737    0.001    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\asyncio\sslproto.py:849(_get_write_buffer_size)
        4    0.000    0.000    0.001    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\tqdm\std.py:1150(__str__)
  632/472    0.001    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
     1625    0.001    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\logging\__init__.py:228(_acquireLock)
    38/30    0.000    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\typing.py:500(__getitem__)
       11    0.000    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\asyncio\base_events.py:816(run_in_executor)
       90    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:437(cache_from_source)
      583    0.001    0.000    0.001    0.000 {built-in method _heapq.heappush}
      121    0.000    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\ssl.py:981(unwrap)
       45    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:493(_init_module_attrs)
        7    0.000    0.000    0.001    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\client.py:412(__del__)
      443    0.000    0.000    0.001    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\payload.py:105(get)
     3449    0.001    0.000    0.001    0.000 {built-in method time.monotonic}
        7    0.000    0.000    0.001    0.000 F:\UPC\暑期实践\2025\graph-of-thoughts\graph_of_thoughts\language_models\chatgpt.py:290(__del__)
3815/3670    0.001    0.000    0.001    0.000 {built-in method builtins.hash}
      443    0.001    0.000    0.001    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\helpers.py:177(strip_auth_from_url)
       14    0.000    0.000    0.001    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpx\_urls.py:327(copy_with)
        2    0.000    0.000    0.001    0.001 C:\Users\qilin\anaconda3\envs\GoT\Lib\threading.py:945(start)
     1122    0.001    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\_weakrefset.py:39(_remove)
       30    0.000    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\typing.py:679(Union)
       61    0.001    0.000    0.001    0.000 {method '__exit__' of '_io._IOBase' objects}
       10    0.000    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\re\_parser.py:979(parse)
      374    0.000    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\socket.py:99(_intenum_converter)
        1    0.000    0.000    0.001    0.001 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\tqdm\std.py:760(get_lock)
      121    0.001    0.000    0.001    0.000 {method 'shutdown' of '_ssl._SSLSocket' objects}
  618/556    0.001    0.000    0.001    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.001    0.001 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\tqdm\std.py:90(__init__)
       97    0.000    0.000    0.001    0.000 F:\UPC\暑期实践\2025\graph-of-thoughts\graph_of_thoughts\operations\operations.py:635(get_best_n)
       62    0.000    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\asyncio\trsock.py:73(setsockopt)
      588    0.001    0.000    0.001    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.001    0.001 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\tqdm\std.py:116(create_mp_lock)
      580    0.001    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\asyncio\events.py:68(cancel)
        1    0.000    0.000    0.001    0.001 C:\Users\qilin\anaconda3\envs\GoT\Lib\multiprocessing\context.py:70(RLock)
      443    0.001    0.000    0.001    0.000 {method 'update' of 'multidict._multidict.MultiDict' objects}
    27/10    0.000    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\re\_parser.py:456(_parse_sub)
     4071    0.001    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\multiprocessing\process.py:189(name)
        2    0.000    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\threading.py:611(wait)
      161    0.000    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\collections\__init__.py:587(__init__)
     4072    0.001    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\multiprocessing\process.py:37(current_process)
       45    0.001    0.000    0.001    0.000 {method 'read' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.001    0.001 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpcore\_async\http2.py:1(<module>)
        3    0.000    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\threading.py:295(wait)
        1    0.000    0.000    0.001    0.001 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpcore\_sync\http2.py:1(<module>)
      386    0.000    0.000    0.001    0.000 F:\UPC\暑期实践\2025\graph-of-thoughts\graph_of_thoughts\operations\operations.py:66(get_previous_thoughts)
       14    0.000    0.000    0.001    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpx\_urlparse.py:186(copy_with)
      952    0.001    0.000    0.001    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\client.py:1195(closed)
        1    0.000    0.000    0.001    0.001 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpcore\_synchronization.py:1(<module>)
       19    0.001    0.000    0.001    0.000 {method 'acquire' of '_thread.lock' objects}
       62    0.000    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\ssl.py:866(_create)
       68    0.000    0.000    0.001    0.000 F:\UPC\暑期实践\2025\graph-of-thoughts\graph_of_thoughts\language_models\chatgpt.py:264(get_response_texts)
      443    0.001    0.000    0.001    0.000 {built-in method _codecs.lookup}
     1158    0.001    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\enum.py:1197(__str__)
    28/10    0.000    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\re\_parser.py:516(_parse)
        7    0.000    0.000    0.001    0.000 F:\UPC\暑期实践\2025\graph-of-thoughts\graph_of_thoughts\operations\operations.py:803(_execute)
        1    0.000    0.000    0.001    0.001 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpcore\_sync\socks_proxy.py:1(<module>)
    15966    0.001    0.000    0.001    0.000 {built-in method builtins.abs}
     1228    0.000    0.000    0.001    0.000 <frozen os>:748(encodekey)
     4072    0.001    0.000    0.001    0.000 {built-in method nt.getpid}
      584    0.001    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\asyncio\sslproto.py:878(_control_ssl_reading)
      886    0.001    0.000    0.001    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\client.py:1063(_prepare_headers)
     4150    0.001    0.000    0.001    0.000 {built-in method sys._getframe}
      443    0.001    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\backoff\_async.py:24(_call_handlers)
       33    0.000    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\typing.py:1586(__getitem__)
     2067    0.001    0.000    0.001    0.000 {built-in method math.ceil}
      187    0.000    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\socket.py:515(family)
        1    0.000    0.000    0.001    0.001 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpcore\_async\socks_proxy.py:1(<module>)
       79    0.001    0.000    0.001    0.000 {method 'WSARecv' of '_overlapped.Overlapped' objects}
        9    0.000    0.000    0.001    0.000 <frozen genericpath>:16(exists)
        1    0.000    0.000    0.001    0.001 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpcore\_backends\trio.py:1(<module>)
      443    0.001    0.000    0.001    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\streams.py:155(set_exception)
      443    0.000    0.000    0.001    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\http_writer.py:162(drain)
       62    0.001    0.000    0.001    0.000 {method '_wrap_bio' of '_ssl._SSLContext' objects}
       62    0.000    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\asyncio\base_events.py:192(_set_nodelay)
        7    0.000    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\dataclasses.py:599(_frozen_get_del_attr)
      130    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1424(_path_importer_cache)
       59    0.001    0.000    0.001    0.000 {method 'shutdown' of '_socket.socket' objects}
       20    0.000    0.000    0.001    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\resolver.py:34(resolve)
        1    0.000    0.000    0.001    0.001 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\tqdm\_monitor.py:30(__init__)
     1228    0.000    0.000    0.001    0.000 {built-in method builtins.any}
     1625    0.001    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\logging\__init__.py:237(_releaseLock)
      505    0.001    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\asyncio\timeouts.py:97(__aexit__)
     6539    0.001    0.000    0.001    0.000 {method 'popleft' of 'collections.deque' objects}
      118    0.000    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\asyncio\sslproto.py:658(_on_shutdown_complete)
      443    0.001    0.000    0.001    0.000 <attrs generated init aiohttp.client_reqrep.RequestInfo>:1(__init__)
      631    0.001    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\asyncio\base_events.py:426(create_future)
       11    0.000    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\concurrent\futures\thread.py:161(submit)
       90    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:392(cached)
       62    0.000    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\asyncio\proactor_events.py:615(_set_extra)
     4556    0.001    0.000    0.001    0.000 {method 'done' of '_asyncio.Future' objects}
       59    0.001    0.000    0.001    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\client_proto.py:79(connection_lost)
      161    0.000    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\collections\__init__.py:660(update)
        6    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1411(_path_hooks)
     1877    0.000    0.000    0.001    0.000 {built-in method builtins.next}
      443    0.001    0.000    0.001    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\client_reqrep.py:351(_writer)
       63    0.000    0.000    0.001    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\connector.py:997(_get_ssl_context)
      443    0.001    0.000    0.001    0.000 <attrs generated init aiohttp.client_reqrep.ConnectionKey>:1(__init__)
      443    0.001    0.000    0.001    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\client_reqrep.py:510(update_transfer_encoding)
        1    0.000    0.000    0.001    0.001 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpcore\_async\http11.py:1(<module>)
       97    0.000    0.000    0.001    0.000 F:\UPC\暑期实践\2025\graph-of-thoughts\graph_of_thoughts\operations\operations.py:700(<listcomp>)
      519    0.001    0.000    0.001    0.000 {method 'decode' of 'bytes' objects}
       41    0.000    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\typing.py:1595(copy_with)
      443    0.001    0.000    0.001    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\client_reqrep.py:493(update_content_encoding)
       45    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:567(_get_cached)
      340    0.001    0.000    0.001    0.000 F:\UPC\暑期实践\2025\graph-of-thoughts\graph_of_thoughts\operations\graph_of_operations.py:47(add_operation)
      443    0.001    0.000    0.001    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\client_reqrep.py:403(update_host)
      443    0.001    0.000    0.001    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\yarl\_url.py:345(__new__)
       62    0.000    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\asyncio\proactor_events.py:28(_set_socket_extra)
       59    0.000    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\asyncio\proactor_events.py:235(_eof_received)
      127    0.000    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\asyncio\windows_events.py:67(_cancel_overlapped)
     1433    0.001    0.000    0.001    0.000 {built-in method builtins.getattr}
       59    0.000    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\asyncio\sslproto.py:390(connection_lost)
      443    0.001    0.000    0.001    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\client_reqrep.py:607(keep_alive)
      121    0.000    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\asyncio\sslproto.py:364(_wakeup_waiter)
       20    0.000    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\asyncio\base_events.py:861(getaddrinfo)
      400    0.000    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\enum.py:688(__call__)
      443    0.001    0.000    0.001    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\cookiejar.py:248(filter_cookies)
     4300    0.001    0.000    0.001    0.000 {method 'lower' of 'str' objects}
      386    0.001    0.000    0.001    0.000 F:\UPC\暑期实践\2025\graph-of-thoughts\graph_of_thoughts\operations\operations.py:73(<listcomp>)
      443    0.000    0.000    0.001    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\client_reqrep.py:856(_writer)
      889    0.001    0.000    0.001    0.000 {built-in method now}
        7    0.000    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\openai\_base_client.py:397(_enforce_trailing_slash)
       62    0.000    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\asyncio\trsock.py:18(family)
       62    0.000    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\ssl.py:503(_encode_hostname)
      443    0.000    0.000    0.001    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\client_reqrep.py:1109(_wait_released)
      443    0.001    0.000    0.001    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\streams.py:182(feed_eof)
     2224    0.001    0.000    0.001    0.000 {method 'add' of 'set' objects}
       62    0.000    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\asyncio\tasks.py:376(create_task)
     1772    0.001    0.000    0.001    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\client_reqrep.py:375(<genexpr>)
        4    0.000    0.000    0.001    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\tqdm\std.py:464(format_meter)
        1    0.000    0.000    0.001    0.001 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\tqdm\std.py:952(__init__)
      187    0.000    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\socket.py:521(type)
        5    0.000    0.000    0.001    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\tqdm\utils.py:297(_screen_shape_windows)
        1    0.000    0.000    0.001    0.001 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\tqdm\std.py:1198(update)
       59    0.000    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\asyncio\sslproto.py:450(eof_received)
       54    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:169(__enter__)
     1798    0.001    0.000    0.001    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.001    0.001 f:\UPC\暑期实践\2025\graph-of-thoughts\examples\keyword_counting\keyword_counting.py:1202(got8)
      886    0.001    0.000    0.001    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\client_proto.py:212(_reschedule_timeout)
      505    0.001    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\asyncio\timeouts.py:33(__init__)
        7    0.000    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\urllib\request.py:2690(getproxies_registry)
        7    0.000    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\json\__init__.py:274(load)
      443    0.000    0.000    0.001    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\helpers.py:162(from_url)
       68    0.001    0.000    0.001    0.000 {method 'cancel' of '_overlapped.Overlapped' objects}
       62    0.000    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\asyncio\tasks.py:891(_inner_done_callback)
        4    0.000    0.000    0.001    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\tqdm\std.py:457(print_status)
        6    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1658(_fill_cache)
     2215    0.001    0.000    0.001    0.000 {method 'get' of 'multidict._multidict.MultiDict' objects}
       10    0.000    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\re\_compiler.py:573(_code)
      886    0.000    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\backoff\_common.py:17(_maybe_call)
      407    0.000    0.000    0.001    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\client_proto.py:76(is_connected)
     1881    0.001    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\asyncio\windows_events.py:428(_check_closed)
     2066    0.001    0.000    0.001    0.000 {method 'fileno' of '_socket.socket' objects}
        2    0.000    0.000    0.001    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\tqdm\std.py:1265(close)
      104    0.000    0.000    0.001    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\locks.py:25(wait)
      443    0.000    0.000    0.001    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\connector.py:481(_available_connections)
       62    0.000    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\asyncio\windows_events.py:640(finish_connect)
       77    0.000    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\typing_extensions.py:3177(_collect_parameters)
       12    0.000    0.000    0.001    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\tqdm\utils.py:378(disp_len)
     2658    0.001    0.000    0.001    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\client_reqrep.py:852(_writer)
     7045    0.001    0.000    0.001    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.001    0.001 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\certifi\__init__.py:1(<module>)
       42    0.000    0.000    0.001    0.000 f:\UPC\暑期实践\2025\graph-of-thoughts\examples\keyword_counting\keyword_counting.py:760(generate_prompt)
       63    0.000    0.000    0.001    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\connector.py:1030(_make_or_get_ssl_context)
     1329    0.001    0.000    0.001    0.000 {method 'get' of 'multidict._multidict.MultiDictProxy' objects}
       12    0.000    0.000    0.001    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\tqdm\utils.py:374(_text_width)
       68    0.001    0.000    0.001    0.000 F:\UPC\暑期实践\2025\graph-of-thoughts\graph_of_thoughts\language_models\chatgpt.py:277(<listcomp>)
     2658    0.001    0.000    0.001    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\connector.py:165(protocol)
      443    0.000    0.000    0.001    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\connector.py:115(__init__)
        4    0.000    0.000    0.001    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\tqdm\std.py:1446(format_dict)
        7    0.000    0.000    0.001    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpx\_client.py:234(_enforce_trailing_slash)
      567    0.000    0.000    0.001    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\client_reqrep.py:364(is_ssl)
      443    0.000    0.000    0.001    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\client_reqrep.py:582(update_expect_continue)
       12    0.000    0.000    0.001    0.000 {built-in method builtins.sum}
     2494    0.001    0.000    0.001    0.000 {method 'clear' of 'list' objects}
      557    0.000    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\typing.py:1320(__setattr__)
      147    0.000    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\typing.py:168(_type_check)
      580    0.001    0.000    0.001    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\asyncio\base_events.py:1854(_timer_handle_cancelled)
        7    0.000    0.000    0.000    0.000 F:\UPC\暑期实践\2025\graph-of-thoughts\graph_of_thoughts\controller\controller.py:68(<listcomp>)
     2658    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\pydantic\main.py:1208(<listcomp>)
      443    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\connector.py:173(_notify_release)
     2533    0.000    0.000    0.000    0.000 F:\UPC\暑期实践\2025\graph-of-thoughts\graph_of_thoughts\operations\operations.py:64(<genexpr>)
       84    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpx\_urlparse.py:497(quote)
     3354    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
      886    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\streams.py:593(__len__)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\h11\_state.py:1(<module>)
      443    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\helpers.py:977(method_must_be_empty_body)
        6    0.000    0.000    0.000    0.000 {built-in method nt.listdir}
       56    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
      444    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
     1812    0.000    0.000    0.000    0.000 {method 'result' of '_asyncio.Future' objects}
      443    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\client_proto.py:224(start_timeout)
      450    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\client_reqrep.py:157(_merge_ssl_params)
       11    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\concurrent\futures\thread.py:180(_adjust_thread_count)
      443    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\http_writer.py:31(__init__)
       65    0.000    0.000    0.000    0.000 {method 'getsockname' of '_socket.socket' objects}
   123/87    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\pydantic\_internal\_generate_schema.py:2626(_extract_get_pydantic_json_schema)
      161    0.000    0.000    0.000    0.000 {built-in method _collections._count_elements}
       97    0.000    0.000    0.000    0.000 F:\UPC\暑期实践\2025\graph-of-thoughts\graph_of_thoughts\operations\operations.py:161(__init__)
      443    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\helpers.py:984(status_code_must_be_empty_body)
      611    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:119(<listcomp>)
      177    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\asyncio\proactor_events.py:103(close)
    53/10    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\re\_compiler.py:37(_compile)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\tqdm\std.py:1402(set_postfix)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\logging\__init__.py:1946(basicConfig)
     4278    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
     2216    0.000    0.000    0.000    0.000 {method 'add' of 'multidict._multidict.MultiDict' objects}
       68    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\asyncio\base_events.py:181(_run_until_complete_cb)
     2658    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\pydantic\main.py:1229(<genexpr>)
       11    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\asyncio\futures.py:381(_set_state)
       62    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\asyncio\tasks.py:851(shield)
        7    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\dataclasses.py:588(_repr_fn)
      443    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\base_protocol.py:86(_drain_helper)
       97    0.000    0.000    0.000    0.000 F:\UPC\暑期实践\2025\graph-of-thoughts\graph_of_thoughts\operations\operations.py:619(__init__)
       10    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\tqdm\utils.py:194(inner)
     1596    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\tqdm\utils.py:375(<genexpr>)
      443    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\client_reqrep.py:591(update_proxy)
        7    0.000    0.000    0.000    0.000 f:\UPC\暑期实践\2025\graph-of-thoughts\examples\keyword_counting\keyword_counting.py:140(test_keyword_counting)
      776    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\typing.py:1266(_is_dunder)
      886    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\yarl\_url.py:1284(with_fragment)
      443    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\yarl\_url.py:576(is_default_port)
     2759    0.000    0.000    0.000    0.000 {built-in method builtins.id}
      269    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        6    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
     1012    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        7    0.000    0.000    0.000    0.000 {built-in method winreg.OpenKey}
