         1274180 function calls (1173500 primitive calls) in 264.162 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1078    0.000    0.000    0.000    0.000 {method 'done' of '_asyncio.Task' objects}
      195    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\pydantic_core\core_schema.py:4223(<dictcomp>)
       62    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\ssl.py:957(cipher)
       60    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\pydantic\_internal\_typing_extra.py:175(is_namedtuple)
       53    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:71(__init__)
     1119    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\typing.py:2287(cast)
      674    0.000    0.000    0.000    0.000 F:\UPC\暑期实践\2025\graph-of-thoughts\graph_of_thoughts\operations\thought.py:108(solved)
      121    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       56    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\pydantic\_internal\_core_metadata.py:47(update_core_metadata)
      443    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\backoff\_common.py:28(<dictcomp>)
      136    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\asyncio\base_events.py:1939(_set_coroutine_origin_tracking)
      386    0.000    0.000    0.000    0.000 F:\UPC\暑期实践\2025\graph-of-thoughts\graph_of_thoughts\controller\controller.py:129(<listcomp>)
       62    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\asyncio\sslproto.py:887(_set_read_buffer_limits)
       54    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
  264/150    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\typing.py:1394(__hash__)
       16    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\pydantic\_internal\_config.py:158(core_config)
       62    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\streams.py:585(__init__)
      567    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\client_reqrep.py:367(ssl)
      147    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\pydantic\_internal\_utils.py:102(lenient_issubclass)
        1    0.000    0.000    0.000    0.000 f:\UPC\暑期实践\2025\graph-of-thoughts\examples\keyword_counting\keyword_counting.py:1071(tot)
        7    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpx\_client.py:1263(close)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpcore\_backends\base.py:1(<module>)
        7    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpcore\_sync\connection_pool.py:48(__init__)
      886    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\payload.py:174(headers)
      443    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\streams.py:152(exception)
      386    0.000    0.000    0.000    0.000 F:\UPC\暑期实践\2025\graph-of-thoughts\graph_of_thoughts\controller\controller.py:121(<listcomp>)
      443    0.000    0.000    0.000    0.000 {method 'extend' of 'multidict._multidict.MultiDict' objects}
       11    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\concurrent\futures\_base.py:328(__init__)
       56    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\pydantic\_internal\_generate_schema.py:260(_extract_json_schema_info_from_field_info)
       10    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\re\_compiler.py:511(_compile_info)
      135    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\multiprocessing\synchronize.py:370(Barrier)
       15    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\threading.py:243(__init__)
       77    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\typing_extensions.py:3092(_has_generic_or_protocol_as_origin)
      443    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\client_reqrep.py:849(__reset_writer)
      261    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
      443    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\client_reqrep.py:455(<genexpr>)
        2    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
      514    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\contextlib.py:446(__exit__)
      443    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\client_proto.py:47(upgraded)
      443    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\client_reqrep.py:344(__reset_writer)
       68    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\threading.py:271(__enter__)
      242    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\re\_parser.py:261(get)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\h11\_receivebuffer.py:47(ReceiveBuffer)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\inspect.py:3215(__str__)
       30    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\pydantic\_internal\_generate_schema.py:957(_get_args_resolving_forward_refs)
      443    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\payload.py:164(size)
        7    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\connector.py:292(<listcomp>)
      443    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\client.py:559(<listcomp>)
     1584    0.000    0.000    0.000    0.000 {built-in method unicodedata.east_asian_width}
      627    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
       56    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:125(release)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
       16    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\pydantic\_internal\_core_utils.py:67(get_type_ref)
      305    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\re\_parser.py:168(__getitem__)
      136    0.000    0.000    0.000    0.000 {built-in method _asyncio._set_running_loop}
      442    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\re\_parser.py:240(__next)
      443    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\client_reqrep.py:468(update_cookies)
        8    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\enum.py:242(__set_name__)
      443    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\client_reqrep.py:347(_writer)
       56    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:100(acquire)
       32    0.000    0.000    0.000    0.000 f:\UPC\暑期实践\2025\graph-of-thoughts\examples\keyword_counting\keyword_counting.py:1282(<lambda>)
      270    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
      124    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\asyncio\proactor_events.py:174(get_write_buffer_size)
        7    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpx\_transports\default.py:261(close)
       62    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\asyncio\transports.py:19(get_extra_info)
       45    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:675(_validate_timestamp_pyc)
      572    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       56    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\pydantic_core\core_schema.py:2972(model_field)
        9    0.000    0.000    0.000    0.000 <frozen os>:773(getenv)
      681    0.000    0.000    0.000    0.000 F:\UPC\暑期实践\2025\graph-of-thoughts\graph_of_thoughts\operations\thought.py:98(solved)
      595    0.000    0.000    0.000    0.000 F:\UPC\暑期实践\2025\graph-of-thoughts\graph_of_thoughts\operations\operations.py:645(<genexpr>)
       46    0.000    0.000    0.000    0.000 F:\UPC\暑期实践\2025\graph-of-thoughts\graph_of_thoughts\operations\graph_of_operations.py:30(append_operation)
      118    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\contextlib.py:104(__init__)
      443    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\connector.py:148(__bool__)
        5    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\inspect.py:2756(__str__)
        7    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpx\_models.py:1084(__init__)
       11    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\concurrent\futures\_base.py:408(add_done_callback)
       20    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\enum.py:1525(__and__)
        6    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\typing.py:1641(__getitem__)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpcore\_sync\http_proxy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpcore\_async\http_proxy.py:1(<module>)
      667    0.000    0.000    0.000    0.000 F:\UPC\暑期实践\2025\graph-of-thoughts\graph_of_thoughts\operations\operations.py:188(get_thoughts)
       62    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\connector.py:737(next_addrs)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\h11\_headers.py:75(Headers)
      257    0.000    0.000    0.000    0.000 F:\UPC\暑期实践\2025\graph-of-thoughts\graph_of_thoughts\operations\operations.py:309(<listcomp>)
       15    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\h11\_util.py:108(__new__)
       62    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\asyncio\base_events.py:202(_check_ssl_socket)
      340    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\json\__init__.py:120(dump)
    67/24    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\re\_parser.py:178(getwidth)
        7    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpcore\_sync\connection_pool.py:347(close)
      220    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\pydantic\_internal\_generate_schema.py:357(_config_wrapper)
      443    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\client.py:1283(trust_env)
      675    0.000    0.000    0.000    0.000 F:\UPC\暑期实践\2025\graph-of-thoughts\graph_of_thoughts\operations\operations.py:670(get_thoughts)
      505    0.000    0.000    0.000    0.000 {method 'cancelling' of '_asyncio.Task' objects}
        9    0.000    0.000    0.000    0.000 <frozen ntpath>:250(dirname)
      205    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
        6    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\inspect.py:1437(formatannotation)
      152    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\typing.py:159(_type_convert)
        7    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\connector.py:231(__init__)
      568    0.000    0.000    0.000    0.000 {method 'result' of '_asyncio.Task' objects}
       68    0.000    0.000    0.000    0.000 {built-in method sys.get_asyncgen_hooks}
        5    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\ctypes\__init__.py:48(create_string_buffer)
      124    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\asyncio\sslproto.py:61(add_flowcontrol_defaults)
        2    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
       81    0.000    0.000    0.000    0.000 F:\UPC\暑期实践\2025\graph-of-thoughts\graph_of_thoughts\controller\controller.py:125(<listcomp>)
       62    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\asyncio\sslproto.py:852(_set_write_buffer_limits)
      168    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\pydantic\_internal\_generate_schema.py:217(filter_field_decorator_info_by_field)
    53/50    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\typing.py:1695(__hash__)
       51    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:748(find_spec)
       62    0.000    0.000    0.000    0.000 {method 'cipher' of '_ssl._SSLSocket' objects}
       19    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\threading.py:90(RLock)
       62    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\connector.py:1051(_get_fingerprint)
        6    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\pydantic\_internal\_generate_schema.py:1471(_literal_schema)
      208    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\pydantic\_internal\_config.py:149(__getattr__)
       32    0.000    0.000    0.000    0.000 f:\UPC\暑期实践\2025\graph-of-thoughts\examples\keyword_counting\keyword_counting.py:1282(<listcomp>)
       64    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
       11    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\asyncio\windows_events.py:469(finish_recv)
       14    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\enum.py:367(__setitem__)
       12    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\dataclasses.py:723(_get_field)
        7    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\http\cookiejar.py:1261(__init__)
      514    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\contextlib.py:443(__enter__)
       77    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\typing_extensions.py:3114(_is_unpacked_typevartuple)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\h11\_events.py:315(EndOfMessage)
      204    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1030(__exit__)
       11    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\threading.py:440(acquire)
       11    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\concurrent\futures\_base.py:393(done)
       53    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:198(cb)
       51    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\_distutils_hack\__init__.py:101(find_spec)
       32    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\typing.py:306(_deduplicate)
        3    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\typing.py:1655(__getitem_inner__)
       62    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       11    0.000    0.000    0.000    0.000 {method 'put' of '_queue.SimpleQueue' objects}
     1132    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
     1092    0.000    0.000    0.000    0.000 {method 'isprintable' of 'str' objects}
        1    0.000    0.000    0.000    0.000 f:\UPC\暑期实践\2025\graph-of-thoughts\examples\keyword_counting\keyword_counting.py:1035(direct_method)
       62    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\asyncio\sslproto.py:353(_set_app_protocol)
       62    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\base_protocol.py:18(__init__)
      568    0.000    0.000    0.000    0.000 {method 'cancelled' of '_asyncio.Task' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\enum.py:484(__prepare__)
       41    0.000    0.000    0.000    0.000 F:\UPC\暑期实践\2025\graph-of-thoughts\graph_of_thoughts\operations\operations.py:381(<listcomp>)
       22    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\pydantic\_internal\_generate_schema.py:2601(wrap_default)
       59    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\client_proto.py:135(eof_received)
       10    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\locks.py:15(__init__)
       51    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:920(find_spec)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\inspect.py:2331(_signature_from_function)
      568    0.000    0.000    0.000    0.000 {method 'exception' of '_asyncio.Task' objects}
       36    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\dataclasses.py:827(_set_new_attribute)
       68    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\asyncio\events.py:762(get_event_loop_policy)
       56    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\pydantic\_internal\_generate_schema.py:1330(_apply_field_title_generator_to_field_info)
       51    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       51    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\pydantic\_internal\_model_construction.py:284(__subclasscheck__)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1562(__init__)
      204    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1026(__enter__)
      258    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\typing.py:1725(__eq__)
       16    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\pydantic\_internal\_model_construction.py:316(__pydantic_fields_complete__)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\h11\_events.py:40(Request)
       56    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpx\_urlparse.py:482(percent_encoded)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\multiprocessing\synchronize.py:193(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpcore\_backends\mock.py:1(<module>)
        2    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\tqdm\std.py:1286(fp_write)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpcore\_async\connection_pool.py:1(<module>)
        7    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpx\_urls.py:425(__init__)
      112    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\pydantic\_internal\_generate_schema.py:2875(push)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpcore\_sync\connection_pool.py:1(<module>)
       62    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\ssl.py:968(compression)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\yarl\_url.py:142(encode_url)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\multiprocessing\synchronize.py:50(__init__)
       84    0.000    0.000    0.000    0.000 {method 'finditer' of 're.Pattern' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\threading.py:856(__init__)
       60    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\dataclasses.py:1258(is_dataclass)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\logging\__init__.py:1460(setLevel)
        3    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\typing.py:1636(copy_with)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\typing.py:1040(__init__)
        7    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpcore\_synchronization.py:264(__init__)
      243    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\re\_parser.py:256(match)
        2    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\typing.py:506(__getitem__)
      121    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\tqdm\std.py:686(_decr_instances)
       14    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\re\_parser.py:98(closegroup)
      137    0.000    0.000    0.000    0.000 F:\UPC\暑期实践\2025\graph-of-thoughts\graph_of_thoughts\controller\controller.py:115(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\logging\__init__.py:1415(_clear_cache)
        1    0.000    0.000    0.000    0.000 f:\UPC\暑期实践\2025\graph-of-thoughts\examples\keyword_counting\keyword_counting.py:1053(cot)
      336    0.000    0.000    0.000    0.000 F:\UPC\暑期实践\2025\graph-of-thoughts\graph_of_thoughts\operations\operations.py:414(get_thoughts)
        7    0.000    0.000    0.000    0.000 <frozen _collections_abc>:778(__contains__)
       11    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\functools.py:35(update_wrapper)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpcore\_sync\interfaces.py:1(<module>)
       17    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\pydantic_core\core_schema.py:836(str_schema)
       68    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\threading.py:274(__exit__)
        1    0.000    0.000    0.000    0.000 {method 'listen' of '_socket.socket' objects}
      386    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\enum.py:1252(name)
        7    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\dataclasses.py:228(_recursive_repr)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\h11\_state.py:249(ConnectionState)
       22    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\pydantic_core\core_schema.py:2412(with_default_schema)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\typing.py:966(__init__)
       10    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\re\_parser.py:274(getuntil)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpcore\_async\interfaces.py:1(<module>)
        2    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\typing.py:729(Literal)
       50    0.000    0.000    0.000    0.000 F:\UPC\暑期实践\2025\graph-of-thoughts\graph_of_thoughts\operations\operations.py:590(<lambda>)
       22    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\typing.py:1679(<genexpr>)
       45    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:599(_check_name_wrapper)
       62    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\asyncio\transports.py:314(_set_write_buffer_limits)
        7    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\httpx\_models.py:274(update)
        7    0.000    0.000    0.000    0.000 F:\UPC\暑期实践\2025\graph-of-thoughts\graph_of_thoughts\controller\controller.py:25(__init__)
       21    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\re\_parser.py:316(_class_escape)
        7    0.000    0.000    0.000    0.000 <frozen abc>:146(update_abstractmethods)
      194    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\pydantic\_internal\_schema_gather.py:63(traverse_metadata)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\multiprocessing\synchronize.py:121(_make_name)
       62    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\asyncio\tasks.py:908(_outer_done_callback)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\dataclasses.py:528(_init_fn)
       59    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\client_exceptions.py:240(__init__)
       15    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\pydantic_core\core_schema.py:3099(model_schema)
       62    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\typing.py:1698(__repr__)
       15    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
       10    0.000    0.000    0.000    0.000 C:\Users\qilin\AppData\Roaming\Python\Python311\site-packages\aiohttp\connector.py:721(add)
       22    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\site-packages\pydantic_core\core_schema.py:2477(nullable_schema)
       13    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\logging\__init__.py:1447(__init__)
        7    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\ssl.py:740(verify_mode)
       11    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\concurrent\futures\_base.py:428(result)
        1    0.000    0.000    0.000    0.000 C:\Users\qilin\anaconda3\envs\GoT\Lib\tempfile.py:154(__next__)
       51    0.000    0.000    0.000    0.000 {built-in method nt._path_splitroot}
